0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
There was a rush of air as the ship exhausted its atmosphere.,"[5, 3, 1, 4, 2, 3, 2, 3, 4, 9, 3, 10]",49,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3]",15,-0.4,8,1,1,0
"Then, one by one, they stepped onto the bleak surface of the Sun's farthest planet.","[4, 3, 2, 3, 4, 7, 4, 3, 5, 7, 2, 3, 3, 2, 8, 6]",66,"[1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 0, 2, 2]",20,-1.0,5,1,1,0
"""I feel peculiar,"" whispered Burl.","[1, 4, 8, 9, 4]",26,"[1, 1, 4, 2, 1]",9,0.0,10,1,1,1
"""This planet reminds me of something.""","[4, 6, 7, 2, 2, 9]",30,"[1, 2, 2, 1, 1, 3]",10,0.0,6,1,1,1
"""I have the feeling I've been here before,"" Russ said slowly.","[1, 4, 3, 7, 1, 3, 4, 4, 6, 4, 4, 6]",47,"[1, 1, 1, 2, 1, 0, 1, 1, 2, 1, 1, 2]",14,-0.3,0,1,1,0
Burl felt an odd chill.,"[4, 4, 2, 3, 5]",18,"[1, 1, 1, 1, 1]",5,-0.166666666667,0,1,1,1
"""Yes, that's it!""","[3, 4, 2, 2]",11,"[0, 1, 0, 1]",2,0.0,10,1,1,1
Haines grumbled.,"[6, 8]",14,"[1, 1]",2,0.0,10,1,1,1
"""I know what you mean.","[1, 4, 4, 3, 4]",16,"[1, 1, 1, 1, 2]",6,-0.3125,0,1,1,1
I can make a guess.,"[1, 3, 4, 1, 5]",14,"[1, 1, 1, 1, 1]",5,0.0,10,1,1,1
We've never really been the right weight since we left Earth.,"[2, 3, 5, 6, 4, 3, 5, 6, 5, 2, 4, 5]",50,"[1, 0, 2, 3, 1, 1, 1, 1, 1, 1, 1, 2]",15,0.0619047619048,6,1,1,1
Even under acceleration there were differences one way or the other.,"[4, 5, 12, 5, 4, 11, 3, 3, 2, 3, 5]",57,"[2, 2, 5, 1, 1, 3, 1, 1, 1, 1, 2]",20,-0.125,15,1,1,0
But I feel now exactly as I did on Earth.,"[3, 1, 4, 3, 7, 2, 1, 3, 2, 5]",31,"[1, 1, 1, 1, 3, 1, 1, 1, 1, 2]",13,0.25,9,1,1,2
"That's what gives you the odd sensation of return.""","[4, 2, 4, 5, 3, 3, 3, 9, 2, 6]",41,"[1, 0, 1, 1, 1, 1, 1, 3, 1, 2]",12,-0.166666666667,0,1,1,1
The two younger men realized Haines was right.,"[3, 3, 7, 3, 8, 6, 3, 5]",38,"[1, 1, 2, 1, 3, 1, 1, 1]",11,0.142857142857,9,1,1,1
"For the first time since they had left their home world, they were on a planet whose gravity was normal to them.","[3, 3, 5, 4, 5, 4, 3, 4, 5, 4, 5, 4, 4, 2, 1, 6, 5, 7, 3, 6, 2, 4]",89,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 2, 1, 1]",26,0.133333333333,16,0,0,0
It felt good and yet it felt--in these fearful surroundings--disconcerting.,"[2, 4, 4, 3, 3, 2, 4, 2, 5, 7, 12, 13]",61,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 4]",19,-0.1,15,1,1,0
"Above them was the familiar black, unyielding sky of outer space.","[5, 4, 3, 3, 8, 5, 10, 3, 2, 5, 5]",53,"[2, 1, 1, 1, 4, 1, 4, 1, 1, 2, 1]",19,0.0694444444444,15,1,1,1
No breath of air moved.,"[2, 6, 2, 3, 5]",18,"[1, 2, 1, 1, 1]",6,0.0,10,1,1,1
Yet somehow the scene resembled Earth.,"[3, 7, 3, 5, 9, 5]",32,"[1, 3, 1, 1, 2, 2]",10,0.0,6,1,1,1
"""It's like a black-and-white photo of a Terrestrial landscape,"" said Burl.","[2, 2, 4, 1, 15, 5, 2, 1, 11, 9, 4, 4]",60,"[1, 0, 1, 1, 3, 2, 1, 1, 4, 2, 1, 1]",18,0.0,15,1,1,0
"There was a field, some hills, a tiny frozen creek and the dark shapes of rounded mountains in the distance.","[5, 3, 1, 5, 4, 5, 1, 4, 6, 5, 3, 3, 4, 6, 2, 7, 9, 2, 3, 8]",86,"[1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2]",25,-0.075,2,0,0,0
"All without color except for the cold, faint glow of the star that was the Sun.","[3, 7, 5, 6, 3, 3, 4, 5, 4, 2, 3, 4, 4, 3, 3, 3]",62,"[1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,-0.55,8,1,1,0
"A thin layer of cosmic dust lay over the surface, such as would be found on any airless world.","[1, 4, 5, 2, 6, 4, 3, 4, 3, 7, 4, 2, 5, 2, 5, 2, 3, 7, 5]",74,"[1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1]",24,-0.2,18,1,1,0
Russ scooped beneath it and came up with a hard chip.,"[4, 7, 7, 2, 3, 4, 2, 4, 1, 4, 4]",42,"[1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1]",13,-0.291666666667,0,1,1,0
He squeezed it between his gauntleted fingers.,"[2, 8, 2, 7, 3, 10, 7]",39,"[1, 1, 1, 2, 1, 2, 2]",10,0.0,6,1,1,1
It cracked and broke into powder.,"[2, 7, 3, 5, 4, 6]",27,"[1, 1, 1, 1, 2, 2]",8,0.0,10,1,1,1
He whistled softly.,"[2, 8, 6]",16,"[1, 1, 2]",4,0.1,10,1,1,1
"""You know what this feels and looks like?""","[3, 4, 4, 4, 5, 3, 5, 4]",32,"[1, 1, 1, 1, 1, 1, 1, 1]",8,0.0,6,1,1,1
he said as they came close to the frozen creek on the little hillside.,"[2, 4, 2, 4, 4, 5, 2, 3, 6, 5, 2, 3, 6, 8]",56,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2]",16,-0.1875,0,1,1,0
"""It feels like dirt--common, Earthly dirt.","[2, 5, 4, 4, 6, 7, 4]",32,"[1, 1, 1, 1, 2, 3, 1]",10,0.0,6,1,1,1
Like soil.,"[4, 4]",8,"[1, 1]",2,0.0,10,1,1,1
And you know what ...,"[3, 3, 4, 4]",14,"[1, 1, 1, 1]",4,0.0,10,1,1,1
"I can already tell you one of Pluto's secrets.""","[1, 3, 7, 4, 3, 3, 2, 5, 2, 7]",37,"[1, 1, 4, 1, 1, 1, 1, 2, 0, 2]",14,0.0,6,1,1,1
They stopped at the creek.,"[4, 7, 2, 3, 5]",21,"[1, 1, 1, 1, 1]",5,0.0,10,1,1,1
It was a layer of frozen crystalline gases.,"[2, 3, 1, 5, 2, 6, 11, 5]",35,"[1, 1, 1, 1, 1, 2, 3, 1]",11,0.0,6,1,1,1
Haines pushed the alpenstock he was carrying into it and scraped away the gas crystals.,"[6, 6, 3, 10, 2, 3, 8, 4, 2, 3, 7, 4, 3, 3, 8]",72,"[1, 1, 1, 3, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2]",21,0.0,15,1,1,0
"""I think I can guess,"" he said, ""and I'll bet there is ice under this gas.""","[1, 5, 1, 3, 5, 2, 4, 3, 1, 3, 3, 5, 2, 3, 5, 4, 3]",53,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 2, 1, 1]",17,0.0,15,1,1,1
"""Pluto was once a warm world with a thick atmosphere,"" said Russ.","[5, 3, 4, 1, 4, 5, 4, 1, 5, 10, 4, 4]",50,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1]",15,0.15,16,1,1,1
"""Notice the rounded hills and the worn away peaks of the mountains.","[6, 3, 7, 5, 3, 3, 4, 4, 5, 2, 3, 9]",54,"[2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2]",16,0.0,15,1,1,1
Those are old mountains--weather-beaten.,"[5, 3, 3, 9, 14]",34,"[1, 1, 1, 2, 6]",11,0.1,6,1,1,1
This hill is round--weather-beaten.,"[4, 4, 2, 5, 14]",29,"[1, 1, 1, 1, 6]",10,0.0,6,1,1,1
"This creek, those rivers of frozen gas--they follow beds that could only be made by real rivers of warm water.","[4, 5, 5, 6, 2, 6, 3, 4, 6, 4, 4, 5, 4, 2, 4, 2, 4, 6, 2, 4, 5]",87,"[1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2]",28,0.266666666667,1,0,0,2
"The soil that lies beneath this dust--it could only happen on a world that knew night and day, warmth and light, and rain and wind.","[3, 4, 4, 4, 7, 4, 4, 2, 5, 4, 6, 2, 1, 5, 4, 4, 5, 3, 3, 6, 3, 5, 3, 4, 3, 4]",102,"[1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",30,0.2,1,0,0,2
"Pluto was once a living world, a place we'd have called homelike.""","[5, 3, 4, 1, 6, 5, 1, 5, 2, 2, 4, 6, 8]",52,"[2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 1, 3]",16,0.0,15,1,1,1
Burl shivered a bit.,"[4, 8, 1, 3]",16,"[1, 2, 1, 1]",5,0.0,10,1,1,1
"""Out here?","[3, 4]",7,"[1, 1]",2,0.0,10,1,1,1
So far from the Sun?,"[2, 3, 4, 3, 3]",15,"[1, 1, 1, 1, 1]",5,0.1,10,1,1,1
"How and when?""","[3, 3, 4]",10,"[1, 1, 1]",3,0.0,10,1,1,1
Russ shrugged.,"[4, 8]",12,"[1, 1]",2,0.0,10,1,1,1
"""We'll find that out.","[2, 3, 4, 4, 3]",16,"[1, 0, 1, 1, 1]",4,0.0,10,1,1,1
"But the evidence is unmistakable.""","[3, 3, 8, 2, 12]",28,"[1, 1, 3, 1, 4]",10,0.0,6,1,1,1
They walked on.,"[4, 6, 2]",12,"[1, 1, 1]",3,0.0,10,1,1,1
"There was a low, cracked wall on the other side of the hill, and beyond the wall stood the roofless ruins of a stone house, silent and gray in the airless scene.","[5, 3, 1, 3, 7, 4, 2, 3, 5, 4, 2, 3, 4, 3, 6, 3, 4, 5, 3, 8, 5, 2, 1, 5, 5, 6, 3, 4, 2, 3, 7, 5]",126,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1]",36,-0.06875,4,0,0,3
They waited with surprise and uncertainty.,"[4, 6, 4, 8, 3, 11]",36,"[1, 1, 1, 2, 1, 4]",10,0.0,6,1,1,1
"Haines drew his compressed air pistol, but there was no movement.","[6, 4, 3, 10, 3, 6, 3, 5, 3, 2, 8]",53,"[1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 3]",15,0.0,15,1,1,1
The scene remained dead and still--the windows of the house were dark.,"[3, 5, 8, 4, 3, 5, 3, 7, 2, 3, 5, 4, 4]",56,"[1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1]",16,-0.175,0,1,1,0
They advanced on it and flashed a light inside.,"[4, 8, 2, 2, 3, 7, 1, 5, 6]",38,"[1, 2, 1, 1, 1, 1, 1, 1, 2]",11,0.4,17,1,1,2
It was an empty shell.,"[2, 3, 2, 5, 5]",17,"[1, 1, 1, 2, 1]",6,-0.1,10,1,1,1
"There was no glass within the unusually wide and low window openings, and no door.","[5, 3, 2, 5, 6, 3, 9, 4, 3, 3, 6, 8, 3, 2, 4]",66,"[1, 1, 1, 1, 2, 1, 4, 1, 1, 1, 2, 3, 1, 1, 1]",22,-0.05,15,1,1,0
"""They went in and out the windows,"" commented Burl, ducking through one of the openings.","[4, 4, 2, 3, 3, 3, 7, 9, 4, 7, 7, 3, 2, 3, 8]",69,"[1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 3]",20,0.0,15,1,1,0
"""And they weren't built like us.""","[3, 4, 4, 3, 5, 4, 2]",25,"[1, 1, 1, 0, 1, 1, 1]",6,0.0,10,1,1,1
"""No,"" said Russ, ""there's no reason to suppose the inhabitants would have been built like human beings.""","[2, 4, 4, 5, 2, 2, 6, 2, 7, 3, 11, 5, 4, 4, 5, 4, 5, 6]",81,"[1, 1, 1, 1, 0, 1, 3, 1, 2, 1, 4, 1, 1, 1, 1, 1, 2, 1]",24,0.0,2,0,0,0
"Inside there was nothing to see, and they left.","[6, 5, 3, 7, 2, 3, 3, 4, 4]",37,"[2, 1, 1, 2, 1, 1, 1, 1, 1]",11,0.0,6,1,1,1
"Beyond, they found a straight depression in the ground filled with flat swirls of cosmic dust.","[6, 4, 5, 1, 8, 10, 2, 3, 6, 6, 4, 4, 6, 2, 6, 4]",77,"[1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",19,0.191666666667,16,1,1,2
"""This looks like a road,"" said Haines.","[4, 5, 4, 1, 4, 4, 6]",28,"[1, 1, 1, 1, 1, 1, 1]",7,0.0,10,1,1,1
They returned to the rocket plane in order to follow the dead roadway more easily.,"[4, 8, 2, 3, 6, 5, 2, 5, 2, 6, 3, 4, 7, 4, 6]",67,"[1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 4]",24,0.244444444444,16,1,1,2
"Passing between the low, dark cliffs of rocky mountains, they came to a plain marked by thousands of columns of rock, pieces of crumbling walls, and many straight depressions that must have been streets.","[7, 7, 3, 3, 4, 6, 2, 5, 9, 4, 4, 2, 1, 5, 6, 2, 9, 2, 7, 2, 4, 6, 2, 9, 5, 3, 4, 8, 11, 4, 4, 4, 4, 7]",165,"[2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1]",45,0.072619047619,4,0,0,3
It was the remains of a world that had died.,"[2, 3, 3, 7, 2, 1, 5, 4, 3, 4]",34,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",11,0.0,6,1,1,1
"They found, as they traveled northward and made intermittent landings, that there had been many cities.","[4, 5, 2, 4, 8, 9, 3, 4, 12, 8, 4, 5, 3, 4, 4, 6]",85,"[1, 1, 1, 1, 2, 2, 1, 1, 4, 2, 1, 1, 1, 1, 2, 2]",24,0.5,11,0,0,2
Now all lay in ruins.,"[3, 3, 3, 2, 5]",16,"[1, 1, 1, 1, 1]",5,-0.15,0,1,1,1
"There had been great roadways, now covered with the debris of outer space.","[5, 3, 4, 5, 8, 3, 7, 4, 3, 6, 2, 5, 5]",60,"[1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 1]",18,0.8,14,1,1,2
"There had been mighty forests, now miles of petrified black stumps.","[5, 3, 4, 6, 7, 3, 5, 2, 9, 5, 6]",55,"[1, 1, 1, 2, 2, 1, 1, 1, 3, 1, 1]",15,0.116666666667,16,1,1,1
It was a gloomy sight.,"[2, 3, 1, 6, 5]",17,"[1, 1, 1, 2, 1]",6,0.0,10,1,1,1
"In their landings, they had found inscriptions on walls and bas-reliefs carved on mountains.","[2, 5, 8, 4, 3, 5, 12, 2, 5, 3, 11, 6, 2, 9]",77,"[1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 4, 1, 1, 2]",21,0.0,15,1,1,0
"They knew from these what the Plutonians had looked like, and they had a suspicion of what had happened.","[4, 4, 4, 5, 4, 3, 10, 3, 6, 4, 3, 4, 3, 1, 9, 2, 4, 3, 8]",84,"[1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2]",25,0.0,2,0,0,0
The Plutonians had been vaguely like men and vaguely like spiders.,"[3, 10, 3, 4, 7, 4, 3, 3, 7, 4, 7]",55,"[1, 4, 1, 1, 3, 1, 1, 1, 3, 1, 2]",19,-0.5,8,1,1,0
"They had stood upright on four thin, wide-spread legs and had two short arms.","[4, 3, 5, 7, 2, 4, 4, 11, 4, 3, 3, 3, 5, 4]",62,"[1, 1, 1, 2, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1]",18,-0.2,18,1,1,0
"Their bodies were wide and squat, and they seemed to have been mammalian and probably warm-blooded.","[5, 6, 4, 4, 3, 5, 3, 4, 6, 2, 4, 4, 9, 3, 8, 12]",82,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 3, 2]",23,-0.1,2,1,1,0
"They breathed air out of flat, thin nostrils and their heads joined their bodies without necks.","[4, 8, 3, 3, 2, 4, 4, 8, 3, 5, 5, 6, 5, 6, 7, 5]",78,"[1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1]",21,-0.2125,18,1,1,0
Two oval eyes were set below a jutting bald brow.,"[3, 4, 4, 4, 3, 5, 1, 7, 4, 4]",39,"[1, 2, 0, 1, 1, 2, 1, 2, 1, 1]",12,0.0,6,1,1,1
"They had worn clothes, they had driven vehicles, they had flown planes.","[4, 3, 4, 7, 4, 3, 6, 8, 4, 3, 5, 6]",57,"[1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1]",14,0.0,15,1,1,1
Their vehicles had globe-shaped power plants.,"[5, 8, 3, 12, 5, 6]",39,"[1, 2, 1, 3, 2, 1]",10,0.0,6,1,1,1
Their airplanes had globes where wings should have been.,"[5, 9, 3, 6, 5, 5, 6, 4, 4]",47,"[1, 2, 1, 1, 1, 1, 1, 1, 1]",10,0.0,6,1,1,1
Their cities and their engines--which existed now only on wall pictures that were probably once advertisements--were built along globe-and-rod principles.,"[5, 6, 3, 5, 7, 5, 7, 3, 4, 2, 4, 8, 4, 4, 8, 4, 14, 4, 5, 5, 13, 10]",130,"[1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 3, 1, 5, 1, 1, 2, 4, 2]",38,0.0,4,0,0,3
"""There's no doubt,"" said Russ, ""that the Sun-tapper culture and the Plutonian culture are the same.","[5, 2, 2, 5, 4, 4, 4, 3, 10, 7, 3, 3, 9, 7, 3, 3, 4]",78,"[1, 0, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 4, 2, 1, 1, 1]",23,0.0,15,1,1,0
"It's the descendants of the Plutonians that we are fighting.""","[2, 2, 3, 11, 2, 3, 10, 4, 2, 3, 8]",50,"[1, 0, 1, 3, 1, 1, 4, 1, 1, 1, 2]",16,0.0,15,1,1,1
"""But how could they have survived?""","[3, 3, 5, 4, 4, 8]",27,"[1, 1, 1, 1, 1, 2]",7,0.0,10,1,1,1
Burl asked.,"[4, 5]",9,"[1, 1]",2,0.0,10,1,1,1
"""This world was never part of the solar system when it was warm.""","[4, 5, 3, 5, 4, 2, 3, 5, 6, 4, 2, 3, 4]",50,"[1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1]",16,0.6,17,1,1,2
"""We'll soon know,"" said Russ.","[2, 3, 4, 4, 4, 4]",21,"[1, 0, 1, 1, 1, 1]",5,0.0,10,1,1,1
"""Tomorrow we're going to see how far we can get into their polar redoubt.","[8, 2, 3, 5, 2, 3, 3, 3, 2, 3, 3, 4, 5, 5, 7]",58,"[3, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2]",19,0.00833333333333,15,1,1,0
"Somehow we've got to blow up that last station.""","[7, 2, 3, 3, 2, 4, 2, 4, 4, 7]",38,"[3, 1, 0, 1, 1, 1, 1, 1, 1, 2]",12,0.0,6,1,1,1
"""And I think we three are going to do it,"" said Haines.","[3, 1, 5, 2, 5, 3, 5, 2, 2, 2, 4, 6]",40,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",12,0.0,6,1,1,1
"""The _Magellan_ will never take the place from the sky.","[3, 8, 4, 5, 4, 3, 5, 4, 3, 3]",42,"[1, 3, 1, 2, 1, 1, 1, 1, 1, 1]",13,0.0,6,1,1,1
"We'll have to do it from the ground.""","[2, 3, 4, 2, 2, 2, 4, 3, 6]",28,"[1, 0, 1, 1, 1, 1, 1, 1, 1]",8,0.0,10,1,1,1
Now they were reminded of Earth again.,"[3, 4, 4, 8, 2, 5, 5]",31,"[1, 1, 1, 2, 1, 2, 2]",10,0.0,6,1,1,1
"For the first time since they had departed from the United States, night fell.","[3, 3, 5, 4, 5, 4, 3, 8, 4, 3, 6, 6, 5, 4]",63,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1]",16,0.25,16,1,1,2
They had not been on any other planet long enough for such an experience.,"[4, 3, 3, 4, 2, 3, 5, 6, 4, 6, 3, 4, 2, 10]",59,"[1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 4]",21,-0.04375,15,1,1,0
But the effect here on Pluto was mild.,"[3, 3, 6, 4, 2, 5, 3, 4]",30,"[1, 1, 2, 1, 1, 2, 1, 1]",10,0.333333333333,9,1,1,2
"Day was like a bright, moonlight night.","[3, 3, 4, 1, 6, 9, 5]",31,"[1, 1, 1, 1, 1, 2, 1]",8,0.7,14,1,1,2
"Night then meant that the dim Sun had set and, in effect, it merely made the landscape slightly darker.","[5, 4, 5, 4, 3, 3, 3, 3, 3, 3, 2, 6, 2, 6, 4, 3, 9, 8, 6]",82,"[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 2, 2, 2]",26,-0.188888888889,18,0,0,0
They compared notes late into the night in the rocket plane.,"[4, 8, 5, 4, 4, 3, 5, 2, 3, 6, 5]",49,"[1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1]",14,-0.3,0,1,1,0
"By dawn, when again the dim glow shone, they had come to some very definite conclusions about the planet.","[2, 4, 4, 5, 3, 3, 4, 5, 4, 3, 4, 2, 4, 4, 8, 11, 5, 3, 6]",84,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 2, 1, 2]",27,0.05,2,0,0,0
A number of the drawings on the walls seemed to have some religious significance.,"[1, 6, 2, 3, 8, 2, 3, 5, 6, 2, 4, 4, 9, 12]",67,"[1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 4]",21,0.0,15,1,1,0
They focused on the phases of a moon.,"[4, 7, 2, 3, 6, 2, 1, 4]",29,"[1, 2, 1, 1, 1, 1, 1, 1]",9,0.0,6,1,1,1
"There were symbolic representations of this moon, passing through its phases; presumably Plutonian religious and social practices were related to it.","[5, 4, 8, 15, 2, 4, 4, 7, 7, 3, 6, 10, 9, 9, 3, 6, 9, 4, 7, 2, 2]",126,"[1, 1, 3, 5, 1, 1, 1, 2, 1, 1, 1, 4, 4, 3, 1, 3, 2, 1, 2, 1, 1]",40,0.0111111111111,4,0,0,3
"""But where is this moon?""","[3, 5, 2, 4, 4]",18,"[1, 1, 1, 1, 1]",5,0.0,10,1,1,1
Burl had asked.,"[4, 3, 5]",12,"[1, 1, 1]",3,0.0,10,1,1,1
"""I think,"" Russ answered, ""that what some astronomers had suspected about Pluto was right.","[1, 5, 4, 8, 4, 4, 4, 11, 3, 9, 5, 5, 3, 5]",71,"[1, 1, 1, 2, 1, 1, 1, 4, 1, 2, 2, 2, 1, 1]",21,0.285714285714,16,1,1,2
"It did not originate in the solar system, but was captured from outer space.","[2, 3, 3, 9, 2, 3, 5, 6, 3, 3, 8, 4, 5, 5]",61,"[1, 1, 1, 4, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1]",21,0.0,15,1,1,0
"Originally it revolved around another sun, some star which was light-years away.","[10, 2, 8, 6, 7, 3, 4, 4, 5, 3, 11, 4]",67,"[5, 1, 2, 2, 3, 1, 1, 1, 1, 1, 3, 2]",23,0.375,17,1,1,2
"How it tore loose from that star we'll probably never know--the star might have simply become too dim, their planet might have been on a shaky orbit, an experiment of theirs might have jarred it loose, many things could have happened.","[3, 2, 4, 5, 4, 4, 4, 2, 3, 8, 5, 4, 3, 4, 5, 4, 6, 6, 3, 3, 5, 6, 5, 4, 4, 2, 1, 5, 5, 2, 10, 2, 6, 5, 4, 6, 2, 5, 4, 6, 5, 4, 8]",188,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 3, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 4, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2]",55,0.0188034188034,12,0,0,3
"""Once beyond the gravitational grip of its parent sun, the planet wandered through the darkness of interstellar space until it came within the influence of our own Sun.","[4, 6, 3, 13, 4, 2, 3, 6, 3, 3, 6, 8, 7, 3, 8, 2, 12, 5, 5, 2, 4, 6, 3, 9, 2, 3, 3, 3]",138,"[1, 1, 1, 5, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 4, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1]",42,0.6,11,0,0,2
How long this took would again be a guess.,"[3, 4, 4, 4, 5, 5, 2, 1, 5]",33,"[1, 1, 1, 1, 1, 2, 1, 1, 1]",10,-0.05,6,1,1,1
"Possibly not more than a few thousand years, I'd say, since somehow a remnant of the population managed to survive.","[8, 3, 4, 4, 1, 3, 8, 5, 1, 2, 3, 5, 7, 1, 7, 2, 3, 10, 7, 2, 7]",93,"[3, 1, 1, 1, 1, 1, 2, 2, 1, 0, 1, 1, 3, 1, 2, 1, 1, 4, 2, 1, 2]",32,-0.225,13,0,0,0
This suggests that they had some warning.,"[4, 8, 4, 4, 3, 4, 7]",34,"[1, 2, 1, 1, 1, 1, 2]",9,0.0,6,1,1,1
"Enough time passed for them to build the big structure we noticed at the north pole, probably to store food, build underground greenhouses and make sealed homes for a few families.","[6, 4, 6, 3, 4, 2, 5, 3, 3, 9, 2, 7, 2, 3, 5, 4, 8, 2, 5, 4, 5, 11, 11, 3, 4, 6, 5, 3, 1, 3, 8]",147,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 2, 1, 1, 2, 1, 1, 1, 1, 3]",42,-0.0666666666667,4,0,0,3
Inside this giant building the last of the Plutonian people kept going.,"[6, 4, 5, 8, 3, 4, 2, 3, 9, 6, 4, 5]",59,"[2, 1, 2, 2, 1, 1, 1, 1, 4, 1, 1, 1]",18,0.0,15,1,1,0
"""Then came the moment when their planet fell into an orbit around our Sun.","[4, 4, 3, 6, 4, 5, 6, 4, 4, 2, 5, 6, 3, 3]",59,"[1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 1]",19,0.0,15,1,1,0
"I'd guess they emerged to find that the new Sun was too far away ever to heat up Pluto again, or to permit the rebuilding of an atmosphere.","[1, 2, 5, 4, 7, 2, 4, 4, 3, 3, 3, 3, 3, 3, 4, 4, 2, 4, 2, 5, 5, 2, 2, 6, 3, 10, 2, 2, 10]",110,"[1, 0, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 3, 1, 1, 3]",39,0.118181818182,1,0,0,3
So they worked out a new scheme.,"[2, 4, 6, 3, 1, 3, 6]",25,"[1, 1, 1, 1, 1, 1, 1]",7,0.136363636364,9,1,1,1
